ISSN,Journal_Name,Publisher,JIF,Quartile
0890-5436,FOOD BIOTECHNOLOGY,TAYLOR & FRANCIS INC,1.6,Q3
0890-5487,CHINA OCEAN ENGINEERING,SPRINGER MEDIZIN VE,2.2,Q2
0890-5495,Nineteenth-Century Contexts-An Interdisciplina,ROUTLEDGE JOURNALS,0.2,
0890-6238,REPRODUCTIVE TOXICOLOGY,PERGAMON-ELSEVIER,2.8,Q2
0890-6327,INTERNATIONAL JOURNAL OF ADAPTIVE CONT,WILEY,3.8,Q2
0890-6955,INTERNATIONAL JOURNAL OF MACHINE TOOL,ELSEVIER SCI LTD,18.8,Q1
0890-765X,JOURNAL OF RURAL HEALTH,WILEY,2.7,Q2
0890-8044,IEEE NETWORK,IEEE-INST ELECTRICAL E,6.3,Q1
0890-8389,British Accounting Review,ELSEVIER SCI LTD,9.4,Q1
0890-8508,MOLECULAR AND CELLULAR PROBES,ACADEMIC PRESS LTD-,3,Q2
0890-8567,JOURNAL OF THE AMERICAN ACADEMY OF CHI,ELSEVIER SCIENCE INC,9.5,Q1
0890-8575,NATURAL RESOURCE MODELING,WILEY,2.1,Q2
0890-9091,ONCOLOGY-NEW YORK,UBM MEDICA,1.8,Q4
0890-913X,Journal of Private Enterprise,ASSOC PRIVATE ENTER,0.4,Q4
0890-9369,GENES & DEVELOPMENT,COLD SPRING HARBOR,7.7,Q1
0891-1150,CLEVELAND CLINIC JOURNAL OF MEDICINE,CLEVELAND CLINIC,4.1,Q1
0891-1762,Journal of Global Marketing,TAYLOR & FRANCIS LTD,4.3,Q2
0891-1916,INTERNATIONAL JOURNAL OF POLITICAL ECON,ROUTLEDGE JOURNALS,1.3,Q3
0891-2017,COMPUTATIONAL LINGUISTICS,MIT PRESS,5.3,Q1
0891-2424,ECONOMIC DEVELOPMENT QUARTERLY,SAGE PUBLICATIONS IN,1.6,Q2
0891-2432,GENDER & SOCIETY,SAGE PUBLICATIONS IN,3.4,Q1
0891-2556,CARBONATES AND EVAPORITES,SPRINGER,1.3,Q2
0891-2963,HISTORICAL BIOLOGY,TAYLOR & FRANCIS LTD,1.3,Q3
0891-3668,PEDIATRIC INFECTIOUS DISEASE JOURNAL,LIPPINCOTT WILLIAMS,2.2,Q2
0891-3811,CRITICAL REVIEW,ROUTLEDGE JOURNALS,1.7,Q2
0891-4168,Molecular Genetics Microbiology and Virology,PLEIADES PUBLISHING I,0.3,Q4
0891-4222,Research in Developmental Disabilities,PERGAMON-ELSEVIER,2.6,Q1
0891-4486,International Journal of Politics Culture and So,SPRINGER,1.1,Q3
0891-5245,Journal of Pediatric Health Care,ELSEVIER SCIENCE INC,1.8,Q2
0891-5520,INFECTIOUS DISEASE CLINICS OF NORTH AMER,W B SAUNDERS CO-ELS,4.1,Q1
0891-5849,FREE RADICAL BIOLOGY AND MEDICINE,ELSEVIER SCIENCE INC,8.2,Q1
0891-6152,EXPERIMENTAL HEAT TRANSFER,TAYLOR & FRANCIS INC,2.9,Q2
0891-625X,Journal of Speculative Philosophy,PENN STATE UNIV PRES,0.2,
0891-6640,JOURNAL OF VETERINARY INTERNAL MEDICINE,WILEY,2.2,Q1
0891-6934,AUTOIMMUNITY,TAYLOR & FRANCIS LTD,3.1,Q2
0891-9356,NINETEENTH-CENTURY LITERATURE,UNIV CALIFORNIA PRES,0.1,
0891-9887,JOURNAL OF GERIATRIC PSYCHIATRY AND NEU,SAGE PUBLICATIONS IN,2.5,Q2
0892-0206,MANAGEMENT IN EDUCATION,SAGE PUBLICATIONS LT,3,Q1
0892-0362,NEUROTOXICOLOGY AND TERATOLOGY,PERGAMON-ELSEVIER,2.8,Q2
0892-0753,COASTAL MANAGEMENT,TAYLOR & FRANCIS INC,1.9,Q3
0892-1016,JOURNAL OF RAPTOR RESEARCH,RAPTOR RESEARCH FO,1.2,Q2
0892-1997,JOURNAL OF VOICE,MOSBY-ELSEVIER,2.4,Q1
0892-2160,Film History,INDIANA UNIV PRESS,0.1,
0892-3647,American Journal of Distance Education,ROUTLEDGE JOURNALS,1.3,Q2
0892-3973,IMMUNOPHARMACOLOGY AND IMMUNOTOX,TAYLOR & FRANCIS LTD,3,Q2
0892-6638,FASEB JOURNAL,WILEY,4.2,Q1
0892-6794,Ethics & International Affairs,CAMBRIDGE UNIV PRES,1.1,Q3
0892-6875,MINERALS ENGINEERING,PERGAMON-ELSEVIER,5,Q1
0892-7014,BIOFOULING,TAYLOR & FRANCIS LTD,2,Q2
0892-7022,MOLECULAR SIMULATION,TAYLOR & FRANCIS LTD,2,Q3
0892-7057,JOURNAL OF THERMOPLASTIC COMPOSITE MA,SAGE PUBLICATIONS LT,3.4,Q2
0892-7219,JOURNAL OF OFFSHORE MECHANICS AND ARC,ASME,2.1,Q2
0892-7537,JOURNAL OF WORLD PREHISTORY,SPRINGER,3.1,Q1
0892-7545,Employee Responsibilities and Rights Journal,SPRINGER,1.7,Q2
0892-7553,JOURNAL OF INSECT BEHAVIOR,SPRINGER/PLENUM PU,0.9,Q3
0892-7790,JOURNAL OF ENDOUROLOGY,"MARY ANN LIEBERT, IN",2.8,Q2
0892-7936,ANTHROZOOS,ROUTLEDGE JOURNALS,2.3,Q1
0892-9912,JOURNAL OF TECHNOLOGY TRANSFER,SPRINGER,4.3,Q2
0893-0341,ALZHEIMER DISEASE & ASSOCIATED DISORDER,LIPPINCOTT WILLIAMS,1.4,Q3
0893-0465,City & Society,WILEY,0.5,Q3
0893-1321,JOURNAL OF AEROSPACE ENGINEERING,ASCE-AMER SOC CIVIL,1.6,Q2
0893-133X,NEUROPSYCHOPHARMACOLOGY,SPRINGERNATURE,7.1,Q1
0893-164X,PSYCHOLOGY OF ADDICTIVE BEHAVIORS,EDUCATIONAL PUBLISH,2.7,Q1
0893-2174,INTERNATIONAL JOURNAL OF PROSTHODONTI,QUINTESSENCE PUBLIS,1.8,Q3
0893-2190,JOURNAL OF PERINATAL & NEONATAL NURSIN,LIPPINCOTT WILLIAMS,1.3,Q3
0893-228X,CHEMICAL RESEARCH IN TOXICOLOGY,AMER CHEMICAL SOC,3.8,Q2
0893-3189,Management Communication Quarterly,SAGE PUBLICATIONS IN,2.4,Q1
0893-3200,JOURNAL OF FAMILY PSYCHOLOGY,AMER PSYCHOLOGICAL,2,Q2
0893-3952,MODERN PATHOLOGY,ELSEVIER SCIENCE INC,5.5,Q1
0893-4215,Communication Reports,ROUTLEDGE JOURNALS,1.6,Q2
0893-4983,Differential and Integral Equations,KHAYYAM PUBL CO INC,1.1,Q1
0893-6080,NEURAL NETWORKS,PERGAMON-ELSEVIER,6.3,Q1
0893-6692,ENVIRONMENTAL AND MOLECULAR MUTAGEN,WILEY,2.3,Q3
0893-7648,MOLECULAR NEUROBIOLOGY,SPRINGER,4.3,Q1
0893-8512,CLINICAL MICROBIOLOGY REVIEWS,AMER SOC MICROBIOL,19.3,Q1
0893-8849,JOURNAL OF THE WORLD AQUACULTURE SOCI,WILEY,3.2,Q1
0893-9454,REVIEW OF FINANCIAL STUDIES,OXFORD UNIV PRESS IN,5.4,Q1
0893-9659,Applied Mathematics Letters,PERGAMON-ELSEVIER,2.8,Q1
0894-0282,MOLECULAR PLANT-MICROBE INTERACTIONS,AMER PHYTOPATHOLO,3.4,Q1
0894-0347,JOURNAL OF THE AMERICAN MATHEMATICAL,AMER MATHEMATICAL,3.2,Q1
0894-069X,NAVAL RESEARCH LOGISTICS,WILEY,2.1,Q2
0894-0959,SEMINARS IN DIALYSIS,WILEY,1,Q4
0894-1130,Journal of Hand Therapy,HANLEY & BELFUS-ELSE,1.8,Q2
0894-1491,GLIA,WILEY,5.1,Q1
0894-1777,EXPERIMENTAL THERMAL AND FLUID SCIENCE,ELSEVIER SCIENCE INC,3.3,Q1
0894-1912,JOURNAL OF CONTINUING EDUCATION IN THE,LIPPINCOTT WILLIAMS,1.7,Q2
0894-1920,SOCIETY & NATURAL RESOURCES,TAYLOR & FRANCIS INC,1.9,Q2
0894-1939,JOURNAL OF INVESTIGATIVE SURGERY,TAYLOR & FRANCIS INC,3.5,Q1
0894-3184,NURSING SCIENCE QUARTERLY,SAGE PUBLICATIONS IN,1.3,Q3
0894-3214,PACKAGING TECHNOLOGY AND SCIENCE,WILEY,3.7,Q2
0894-3230,JOURNAL OF PHYSICAL ORGANIC CHEMISTRY,WILEY,1.8,Q3
0894-3257,JOURNAL OF BEHAVIORAL DECISION MAKING,WILEY,1.4,Q3
0894-3370,INTERNATIONAL JOURNAL OF NUMERICAL MO,WILEY,1.7,Q2
0894-3796,JOURNAL OF ORGANIZATIONAL BEHAVIOR,WILEY,6.8,Q1
0894-4105,NEUROPSYCHOLOGY,AMER PSYCHOLOGICAL,3,Q1
0894-4393,SOCIAL SCIENCE COMPUTER REVIEW,SAGE PUBLICATIONS IN,2.7,Q1
0894-4865,Family Business Review,SAGE PUBLICATIONS IN,5.6,Q1
0894-587X,Administration and Policy in Mental Health and,SPRINGER,2.7,Q2
0894-6507,IEEE TRANSACTIONS ON SEMICONDUCTOR MA,IEEE-INST ELECTRICAL E,2.3,Q3
0894-6566,JOURNAL OF ELDER ABUSE & NEGLECT,ROUTLEDGE JOURNALS,1.5,Q3
0894-7317,JOURNAL OF THE AMERICAN SOCIETY OF ECHO,MOSBY-ELSEVIER,6,Q1
0894-8275,AMERICAN JOURNAL OF DENTISTRY,"MOSHER & LINDER, INC",1.2,Q3
0894-8410,JOURNAL OF THE SOUTHWEST,UNIV ARIZONA,0.3,Q2
0894-8453,JOURNAL OF CAREER DEVELOPMENT,SAGE PUBLICATIONS IN,2.4,Q2
0894-8755,JOURNAL OF CLIMATE,AMER METEOROLOGIC,4,Q2
0894-9085,Journal of Rational-Emotive and Cognitive-Beh,SPRINGER,1.4,Q3
0894-9115,AMERICAN JOURNAL OF PHYSICAL MEDICINE &,LIPPINCOTT WILLIAMS,2.4,Q1
0894-9166,ACTA MECHANICA SOLIDA SINICA,SPRINGER,2.7,Q2
0894-9468,Visual Anthropology,ROUTLEDGE JOURNALS,0.3,Q4
0894-9840,JOURNAL OF THEORETICAL PROBABILITY,SPRINGER/PLENUM PU,0.6,Q4
0894-9867,JOURNAL OF TRAUMATIC STRESS,WILEY,2.3,Q2
0895-0172,JOURNAL OF NEUROPSYCHIATRY AND CLINICA,AMER PSYCHIATRIC PU,2.9,Q2
0895-0695,SEISMOLOGICAL RESEARCH LETTERS,SEISMOLOGICAL SOC A,3.2,Q1
0895-2477,MICROWAVE AND OPTICAL TECHNOLOGY LETT,WILEY,1.2,Q4
0895-2779,JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,HUMAN KINETICS PUBL,2.6,Q2
0895-2833,JOURNAL OF FEMINIST FAMILY THERAPY,ROUTLEDGE JOURNALS,1,Q3
0895-2841,JOURNAL OF WOMEN & AGING,ROUTLEDGE JOURNALS,1.5,Q2
0895-3309,JOURNAL OF ECONOMIC PERSPECTIVES,AMER ECONOMIC ASSO,8.8,Q1
0895-3988,BIOMEDICAL AND ENVIRONMENTAL SCIENCES,CHINESE CENTER DISEA,4.1,Q1
0895-3996,Journal of X-Ray Science and Technology,IOS PRESS,1.4,Q3
0895-4356,JOURNAL OF CLINICAL EPIDEMIOLOGY,ELSEVIER SCIENCE INC,5.2,Q1
0895-4798,SIAM JOURNAL ON MATRIX ANALYSIS AND APP,SIAM PUBLICATIONS,1.7,Q2
0895-4801,SIAM JOURNAL ON DISCRETE MATHEMATICS,SIAM PUBLICATIONS,1,Q2
0895-562X,JOURNAL OF PRODUCTIVITY ANALYSIS,SPRINGER,1.8,Q2
0895-5638,JOURNAL OF REAL ESTATE FINANCE AND ECON,SPRINGER,1.8,Q2
0895-5646,JOURNAL OF RISK AND UNCERTAINTY,SPRINGER,2.3,Q2
0895-6111,COMPUTERIZED MEDICAL IMAGING AND GRAP,PERGAMON-ELSEVIER,4.9,Q1
0895-6308,RESEARCH-TECHNOLOGY MANAGEMENT,TAYLOR & FRANCIS INC,3,Q2
0895-7061,AMERICAN JOURNAL OF HYPERTENSION,OXFORD UNIV PRESS,3.1,Q2
0895-7347,APPLIED MEASUREMENT IN EDUCATION,ROUTLEDGE JOURNALS,1.1,Q3
0895-769X,ANQ-A QUARTERLY JOURNAL OF SHORT ARTIC,ROUTLEDGE JOURNALS,0.1,
0895-7967,Seminars in Vascular Surgery,W B SAUNDERS CO-ELS,2.4,Q1
0895-8378,INHALATION TOXICOLOGY,TAYLOR & FRANCIS LTD,2,Q4
0895-8696,JOURNAL OF MOLECULAR NEUROSCIENCE,SPRINGERNATURE,2.7,Q3
0895-9048,EDUCATIONAL POLICY,SAGE PUBLICATIONS IN,1.8,Q2
0895-9285,HUMAN PERFORMANCE,ROUTLEDGE JOURNALS,2.2,Q3
0895-9420,Journal of Aging & Social Policy,ROUTLEDGE JOURNALS,2.1,Q2
0895-9811,JOURNAL OF SOUTH AMERICAN EARTH SCIENC,PERGAMON-ELSEVIER,1.5,Q3
0896-0267,BRAIN TOPOGRAPHY,SPRINGER,2.9,Q2
0896-1530,Journal of International Consumer Marketing,ROUTLEDGE JOURNALS,2.8,Q3
0896-3568,Journal of Business & Finance Librarianship,ROUTLEDGE JOURNALS,1.4,Q2
0896-3746,Infants & Young Children,LIPPINCOTT WILLIAMS,1.2,Q3
0896-4289,BEHAVIORAL MEDICINE,ROUTLEDGE JOURNALS,2.2,Q2
0896-4327,JOURNAL OF INTERVENTIONAL CARDIOLOGY,WILEY,1.7,Q3
0896-5803,Journal of Real Estate Research,TAYLOR & FRANCIS INC,1.2,Q3
0896-5811,Journal of Legal Studies Education,WILEY,<0.1,Q4
0896-6273,Neuron,CELL PRESS,15,Q1
0896-6346,New Perspectives on Turkey,CAMBRIDGE UNIV PRES,1.1,Q1
0896-7148,AMERICAN LITERARY HISTORY,OXFORD UNIV PRESS IN,0.3,
0896-8411,JOURNAL OF AUTOIMMUNITY,ACADEMIC PRESS LTD-,7,Q1
0896-8446,JOURNAL OF SUPERCRITICAL FLUIDS,ELSEVIER,4.4,Q2
0896-8608,PERITONEAL DIALYSIS INTERNATIONAL,SAGE PUBLICATIONS IN,3.7,Q1
0896-9205,Critical Sociology,SAGE PUBLICATIONS IN,1.7,Q2
0897-1889,JOURNAL OF DIGITAL IMAGING,SPRINGER,3.8,Q1
0897-1897,APPLIED NURSING RESEARCH,W B SAUNDERS CO-ELS,2.2,Q2
0897-1900,JOURNAL OF PHARMACY PRACTICE,SAGE PUBLICATIONS IN,1.1,Q4
0897-3806,CLINICAL ANATOMY,WILEY,2.3,Q1
0897-3962,Journal of Integral Equations and Applications,ROCKY MT MATH CON,0.6,Q3
0897-4438,Journal of International Food & Agribusiness M,ROUTLEDGE JOURNALS,2.7,Q3
0897-4454,Women & Criminal Justice,ROUTLEDGE JOURNALS,1.5,Q2
0897-4756,CHEMISTRY OF MATERIALS,AMER CHEMICAL SOC,7,Q1
0897-5264,JOURNAL OF COLLEGE STUDENT DEVELOPMEN,JOHNS HOPKINS UNIV,1.3,Q2
0897-5930,Journal of Teaching in International Business,ROUTLEDGE JOURNALS,1.2,Q2
0897-6546,Law & Social Inquiry,CAMBRIDGE UNIV PRES,1,Q2
0897-7151,JOURNAL OF NEUROTRAUMA,"MARY ANN LIEBERT, IN",3.8,Q1
0897-7194,GROWTH FACTORS,TAYLOR & FRANCIS LTD,1.7,Q4
0898-0101,Journal of Holistic Nursing,SAGE PUBLICATIONS IN,1.4,Q3
0898-0306,Journal of Policy History,CAMBRIDGE UNIV PRES,0.4,Q2
0898-1221,COMPUTERS & MATHEMATICS WITH APPLICAT,PERGAMON-ELSEVIER,2.5,Q1
0898-1507,LASERS IN ENGINEERING,OLD CITY PUBLISHING I,0.5,Q4
0898-2104,JOURNAL OF LIPOSOME RESEARCH,TAYLOR & FRANCIS LTD,4.3,Q1
0898-2112,Quality Engineering,TAYLOR & FRANCIS INC,2.2,Q1
0898-2643,JOURNAL OF AGING AND HEALTH,SAGE PUBLICATIONS IN,2.2,Q2
0898-4921,JOURNAL OF NEUROSURGICAL ANESTHESIOLO,LIPPINCOTT WILLIAMS,2.4,Q1
0898-5626,ENTREPRENEURSHIP AND REGIONAL DEVELOP,ROUTLEDGE JOURNALS,3.6,Q1
0898-5669,Pediatric Physical Therapy,LIPPINCOTT WILLIAMS,1.5,Q2
0898-588X,STUDIES IN AMERICAN POLITICAL DEVELOPME,CAMBRIDGE UNIV PRES,1,Q3
0898-5898,Linguistics and Education,ELSEVIER,2.1,Q1
0898-6568,CELLULAR SIGNALLING,ELSEVIER SCIENCE INC,3.7,Q2
0898-7564,JOURNAL OF VETERINARY DENTISTRY,SAGE PUBLICATIONS IN,0.9,Q3
0898-929X,JOURNAL OF COGNITIVE NEUROSCIENCE,MIT PRESS,3,Q1
0898-9621,Accountability in Research-Ethics Integrity and,TAYLOR & FRANCIS INC,4,Q1
0899-0042,CHIRALITY,WILEY,3,Q1
0899-0220,SOMATOSENSORY AND MOTOR RESEARCH,TAYLOR & FRANCIS LTD,1.1,Q4
0899-1561,JOURNAL OF MATERIALS IN CIVIL ENGINEERIN,ASCE-AMER SOC CIVIL,3,Q2
0899-1987,MOLECULAR CARCINOGENESIS,WILEY,3.2,Q2
0899-2363,PUBLIC CULTURE,DUKE UNIV PRESS,0.9,Q2
0899-3408,Computer Science Education,ROUTLEDGE JOURNALS,2.2,Q1
0899-3718,JOURNAL OF MILITARY HISTORY,SOC MILITARY HISTORY,0.2,Q2
0899-5605,MILITARY PSYCHOLOGY,ROUTLEDGE JOURNALS,1.3,Q3
0899-5885,Critical Care Nursing Clinics of North America,W B SAUNDERS CO-ELS,1.5,Q3
0899-6180,Missouri Journal of Mathematical Sciences,CENTRAL MISSOURI ST,0.3,Q4
0899-7071,Clinical Imaging,ELSEVIER SCIENCE INC,1.5,Q3
0899-7640,NONPROFIT AND VOLUNTARY SECTOR QUART,SAGE PUBLICATIONS IN,2.5,Q1
0899-7659,JOURNAL OF AQUATIC ANIMAL HEALTH,OXFORD UNIV PRESS,1.7,Q2
0899-7667,NEURAL COMPUTATION,MIT PRESS,2.1,Q3
0899-7764,JOURNAL OF MEDIA ECONOMICS,ROUTLEDGE JOURNALS,1.9,Q2
0899-823X,Infection Control & Hospital Epidemiology,CAMBRIDGE UNIV PRES,2.9,Q2
0899-8256,GAMES AND ECONOMIC BEHAVIOR,ACADEMIC PRESS INC E,1,Q3
0899-8418,INTERNATIONAL JOURNAL OF CLIMATOLOGY,WILEY,2.8,Q3
0899-8493,PEDIATRIC EXERCISE SCIENCE,HUMAN KINETICS PUBL,1.3,Q3
0899-9007,NUTRITION,ELSEVIER SCIENCE INC,3,Q2
0899-9457,INTERNATIONAL JOURNAL OF IMAGING SYSTE,WILEY,2.5,Q2
0899-9546,AIDS EDUCATION AND PREVENTION,GUILFORD PUBLICATIO,1.2,Q2
0901-3393,SCANDINAVIAN JOURNAL OF LABORATORY AN,SCANDINAVIAN SOC LA,0.2,Q4
0901-5027,INTERNATIONAL JOURNAL OF ORAL AND MAXI,CHURCHILL LIVINGSTO,2.7,Q1
0901-8328,Scandinavian Journal of the Old Testament,ROUTLEDGE JOURNALS,0.1,
0902-0063,CLINICAL TRANSPLANTATION,WILEY,1.9,Q2
0902-4441,EUROPEAN JOURNAL OF HAEMATOLOGY,WILEY,2.3,Q2
0903-1936,EUROPEAN RESPIRATORY JOURNAL,EUROPEAN RESPIRATO,21,Q1
0903-4641,APMIS,WILEY,2.6,Q2
0904-2512,JOURNAL OF ORAL PATHOLOGY & MEDICINE,WILEY,2.3,Q2
0904-6380,Nordic Theatre Studies,FORENINGEN NORDISK,<0.1,
0905-4383,PHOTODERMATOLOGY PHOTOIMMUNOLOGY,WILEY,2.2,Q2
0905-6157,PEDIATRIC ALLERGY AND IMMUNOLOGY,WILEY,4.5,Q1
0905-6947,INDOOR AIR,WILEY,4.3,Q1
0905-7161,CLINICAL ORAL IMPLANTS RESEARCH,WILEY,5.3,Q1
0905-7188,SCANDINAVIAN JOURNAL OF MEDICINE & SCIE,WILEY,3.8,Q1
0905-9180,European Respiratory Review,EUROPEAN RESPIRATO,10.4,Q1
0906-4702,ACTA AGRICULTURAE SCANDINAVICA SECTION,TAYLOR & FRANCIS LTD,0.9,Q3
0906-4710,ACTA AGRICULTURAE SCANDINAVICA SECTION,TAYLOR & FRANCIS LTD,1.8,Q2
0906-6691,ECOLOGY OF FRESHWATER FISH,WILEY,1.3,Q3
0906-6705,EXPERIMENTAL DERMATOLOGY,WILEY,3.1,Q2
0906-6713,PERIODONTOLOGY 2000,WILEY,15.7,Q1
0906-7590,ECOGRAPHY,WILEY,4.7,Q1
0907-676X,Perspectives-Studies in Translation Theory and,ROUTLEDGE JOURNALS,0.9,Q3
0908-665X,XENOTRANSPLANTATION,WILEY,4.1,Q1
0908-8857,JOURNAL OF AVIAN BIOLOGY,WILEY,1.8,Q1
0909-0495,JOURNAL OF SYNCHROTRON RADIATION,INT UNION CRYSTALLO,3,Q2
0909-6396,WILDLIFE BIOLOGY,WILEY,1.5,Q2
0909-752X,SKIN RESEARCH AND TECHNOLOGY,WILEY,3.2,Q1
0909-8836,EUROPEAN JOURNAL OF ORAL SCIENCES,WILEY,1.8,Q3
0910-6340,ANALYTICAL SCIENCES,SPRINGERNATURE,2,Q3
0910-8327,HEART AND VESSELS,SPRINGER,1.5,Q3
0911-6028,Oral Radiology,SPRINGER,1.7,Q3
0911-6044,JOURNAL OF NEUROLINGUISTICS,PERGAMON-ELSEVIER,1.2,Q2
0912-0009,JOURNAL OF CLINICAL BIOCHEMISTRY AND NU,JOURNAL CLINICAL BIO,1.7,Q3
0912-3814,ECOLOGICAL RESEARCH,WILEY,1.4,Q3
0913-557X,PLANT SPECIES BIOLOGY,WILEY,1.3,Q3
0913-8668,Journal of Anesthesia,SPRINGER JAPAN KK,2.7,Q2
0914-4935,SENSORS AND MATERIALS,"MYU, SCIENTIFIC PUBLI",1,Q4
0914-5087,Journal of Cardiology,ELSEVIER,2.6,Q2
0914-7187,ANNALS OF NUCLEAR MEDICINE,SPRINGER,2.5,Q2
0914-7470,Human Cell,SPRINGER JAPAN KK,3.1,Q3
0914-8779,JOURNAL OF BONE AND MINERAL METABOLIS,SPRINGER JAPAN KK,2.2,Q3
0915-0986,Japan Review,INT RESEARCH CENTER,0.1,
0915-1559,ISIJ INTERNATIONAL,IRON STEEL INST JAPAN,1.8,Q2
0915-3616,International Journal of Microgravity Science a,JAPAN SOC MICROGRA,1.3,Q4
0915-5635,Digestive Endoscopy,WILEY,4.7,Q1
0916-7005,JAPAN JOURNAL OF INDUSTRIAL AND APPLIED,SPRINGER JAPAN KK,1.1,Q2
0916-7250,JOURNAL OF VETERINARY MEDICAL SCIENCE,JAPAN SOC VET SCI,1.1,Q3
0916-8370,JOURNAL OF OCEANOGRAPHY,SPRINGER,1.6,Q3
0916-8451,BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMIS,OXFORD UNIV PRESS,1.3,Q3
0916-8508,IEICE TRANSACTIONS ON FUNDAMENTALS OF,IEICE-INST ELECTRONIC,0.4,Q4
0916-8516,IEICE TRANSACTIONS ON COMMUNICATIONS,IEICE-INST ELECTRONIC,0.6,Q4
0916-8753,Journal of the Japan Institute of Energy,JAPAN INST ENERGY,0.4,Q4
0916-8818,JOURNAL OF REPRODUCTION AND DEVELOPM,SOCIETY REPRODUCTIO,2.2,Q1
0916-9636,HYPERTENSION RESEARCH,SPRINGERNATURE,4.6,Q1
0917-415X,Tropics,JAPAN SOC TROPICAL E,1.2,Q4
0917-5040,JOURNAL OF EPIDEMIOLOGY,JAPAN EPIDEMIOLOGIC,3,Q2
0918-2918,Internal Medicine,JAPAN SOC INTERNAL,1.1,Q2
0918-5739,Clinical Pediatric Endocrinology,JAPANESE SOC PEDIATR,1.2,Q4
0918-6158,BIOLOGICAL & PHARMACEUTICAL BULLETIN,PHARMACEUTICAL SOC,1.7,Q3
0918-7545,International Journal of Japanese Sociology,WILEY,2,Q2
0918-8959,ENDOCRINE JOURNAL,JAPAN ENDOCRINE SOC,2.1,Q3
0918-9440,JOURNAL OF PLANT RESEARCH,SPRINGER JAPAN KK,2.3,Q2
0919-6544,NEUROPATHOLOGY,WILEY,1.2,Q3
0919-9268,FISHERIES SCIENCE,SPRINGER JAPAN KK,1.4,Q3
0920-1211,EPILEPSY RESEARCH,ELSEVIER,2,Q3
0920-1297,Focaal-Journal of Global and Historical Anthrop,BERGHAHN JOURNALS,1.7,Q1
0920-1742,FISH PHYSIOLOGY AND BIOCHEMISTRY,SPRINGER,2.5,Q2
0920-203X,China Information,SAGE PUBLICATIONS IN,1.7,Q1
0920-3206,CARDIOVASCULAR DRUGS AND THERAPY,SPRINGER,3.1,Q2
0920-3796,FUSION ENGINEERING AND DESIGN,ELSEVIER SCIENCE SA,2,Q2
0920-427X,Argumentation,SPRINGER,1.3,Q2
0920-4741,WATER RESOURCES MANAGEMENT,SPRINGER,4.7,Q1
0920-5063,JOURNAL OF BIOMATERIALS SCIENCE-POLYME,TAYLOR & FRANCIS LTD,3.6,Q2
0920-5071,JOURNAL OF ELECTROMAGNETIC WAVES AND,TAYLOR & FRANCIS LTD,1.1,Q4
0920-5489,COMPUTER STANDARDS & INTERFACES,ELSEVIER,3.1,Q2
0920-5691,INTERNATIONAL JOURNAL OF COMPUTER VISI,SPRINGER,9.3,Q1
0920-5861,CATALYSIS TODAY,ELSEVIER,5.3,Q1
0920-654X,JOURNAL OF COMPUTER-AIDED MOLECULAR D,SPRINGER,3.1,Q2
0920-8542,JOURNAL OF SUPERCOMPUTING,SPRINGER,2.7,Q2
0920-8550,JOURNAL OF FINANCIAL SERVICES RESEARCH,SPRINGER,2,Q2
0920-8569,VIRUS GENES,SPRINGER,1.9,Q3
0920-9034,JOURNAL OF PIDGIN AND CREOLE LANGUAGES,JOHN BENJAMINS PUB,0.3,Q4
0920-9069,CYTOTECHNOLOGY,SPRINGER,1.7,Q4
0920-9964,Schizophrenia Research,ELSEVIER,3.5,Q1
0921-0296,JOURNAL OF INTELLIGENT & ROBOTIC SYSTEM,SPRINGER,2.8,Q3
0921-030X,NATURAL HAZARDS,SPRINGER,3.7,Q1
0921-2728,JOURNAL OF PALEOLIMNOLOGY,SPRINGER,1.3,Q3
0921-2973,LANDSCAPE ECOLOGY,SPRINGER,3.7,Q1
0921-3449,RESOURCES CONSERVATION AND RECYCLING,ELSEVIER,10.9,Q1
0921-4488,SMALL RUMINANT RESEARCH,ELSEVIER,1.4,Q3
0921-4526,PHYSICA B-CONDENSED MATTER,ELSEVIER,2.8,Q2
0921-4534,PHYSICA C-SUPERCONDUCTIVITY AND ITS APPL,ELSEVIER,1,Q4
0921-4771,PROBUS,DE GRUYTER MOUTON,0.4,Q4
0921-5077,Gedrag & Organisatie,UITGEVERIJ LEMMA B,0.5,Q4
0921-5093,MATERIALS SCIENCE AND ENGINEERING A-STR,ELSEVIER SCIENCE SA,7,Q1
0921-5107,Materials Science and Engineering B-Advanced,ELSEVIER,4.6,Q2
0921-5891,Hobbes Studies,BRILL,0.4,
0921-7126,AI COMMUNICATIONS,IOS PRESS,1,Q4
0921-7134,ASYMPTOTIC ANALYSIS,IOS PRESS,0.9,Q3
0921-8009,ECOLOGICAL ECONOMICS,ELSEVIER,6.3,Q1
0921-8181,GLOBAL AND PLANETARY CHANGE,ELSEVIER,4,Q1
0921-8831,ADVANCED POWDER TECHNOLOGY,ELSEVIER,4.2,Q2
0921-8890,ROBOTICS AND AUTONOMOUS SYSTEMS,ELSEVIER,5.2,Q1
0921-8971,JOURNAL OF APPLIED PHYCOLOGY,SPRINGER,3,Q1
0921-898X,SMALL BUSINESS ECONOMICS,SPRINGER,4.8,Q1
